UTCDate,UTCTime,Latitude,Longitude,Easting,Northing,H-Ell,SDHori,SDHeig,VEast,VNorth,VUp,H Dist,V Dist
7/12/14,9:03:14 PM,66.37215873,-38.19990912,535782.633,7361621.82,172.322,0.016,0.03,0,0,0.0036,19.39618901,-0.024
7/12/14,9:03:29 PM,66.37215868,-38.19990899,535782.639,7361621.814,172.316,0.016,0.03,0.0018,0,-0.0018,19.40314541,-0.03
7/12/14,9:03:44 PM,66.37215862,-38.19990868,535782.653,7361621.807,172.304,0.016,0.03,0.0036,0,-0.0054,19.41815452,-0.042
7/12/14,9:03:59 PM,66.37215861,-38.19990842,535782.665,7361621.807,172.278,0.016,0.03,-0.018,-0.0324,0.009,19.42996915,-0.068
7/12/14,9:04:14 PM,66.37215862,-38.1999084,535782.666,7361621.808,172.283,0.016,0.03,0,0,0,19.4307787,-0.063
7/12/14,9:04:29 PM,66.37215859,-38.19990835,535782.668,7361621.805,172.299,0.016,0.03,0,0,0.0036,19.43327296,-0.047
7/12/14,9:04:44 PM,66.37215862,-38.19990823,535782.673,7361621.808,172.306,0.016,0.03,0,0,0,19.43767075,-0.04
7/12/14,9:04:59 PM,66.37215845,-38.19990863,535782.656,7361621.789,172.351,0.016,0.03,0.0018,0.0018,-0.0072,19.42426838,0.005
7/12/14,9:05:14 PM,66.37215885,-38.19990774,535782.695,7361621.834,172.238,0.016,0.03,0.0036,0.0036,-0.0144,19.45480599,-0.108
7/12/14,9:05:29 PM,66.37215883,-38.19990781,535782.692,7361621.832,172.203,0.016,0.03,0,-0.0018,-0.0018,19.45219846,-0.143
7/12/14,9:05:44 PM,66.37215864,-38.1999078,535782.692,7361621.811,172.221,0.016,0.03,0.0018,0,0.0018,19.45585408,-0.125
7/12/14,9:05:59 PM,66.37215876,-38.19990761,535782.701,7361621.824,172.217,0.016,0.03,0,0,0.0072,19.46245134,-0.129
7/12/14,9:06:14 PM,66.37215864,-38.19990808,535782.68,7361621.811,172.282,0.016,0.03,-0.0018,-0.0036,0.0144,19.44403852,-0.064
7/12/14,9:06:29 PM,66.37215852,-38.1999082,535782.675,7361621.797,172.345,0.016,0.03,0,-0.0018,0.009,19.44156683,-0.001
7/12/14,9:06:44 PM,66.37215853,-38.19990823,535782.673,7361621.798,172.355,0.016,0.03,-0.0018,0,0.0036,19.43942242,0.009
7/12/14,9:06:59 PM,66.37215847,-38.19990846,535782.663,7361621.791,172.367,0.016,0.03,0,0.0018,-0.0036,19.43080732,0.021
7/12/14,9:07:14 PM,66.37215855,-38.19990801,535782.683,7361621.801,172.329,0.016,0.03,0.0018,0.0018,-0.0018,19.44874168,-0.017
7/12/14,9:07:29 PM,66.37215857,-38.19990803,535782.682,7361621.802,172.356,0.016,0.03,0,0.0018,0.0018,19.44758198,0.01
7/12/14,9:07:44 PM,66.37215869,-38.19990803,535782.682,7361621.817,172.34,0.016,0.03,0,0.0018,0,19.44496053,-0.006
7/12/14,9:07:59 PM,66.37215871,-38.19990816,535782.676,7361621.819,172.353,0.016,0.031,0,-0.0018,0.0018,19.43870371,0.007
7/12/14,9:08:14 PM,66.37215864,-38.19990804,535782.682,7361621.811,172.36,0.016,0.031,0,-0.0018,-0.0018,19.44600777,0.014
7/12/14,9:08:29 PM,66.37215866,-38.19990789,535782.688,7361621.812,172.347,0.016,0.031,0.0018,0,-0.0054,19.45174092,0.001
7/12/14,9:08:44 PM,66.37215861,-38.19990761,535782.701,7361621.807,172.313,0.016,0.031,0.0036,0,-0.0054,19.46541438,-0.033
7/12/14,9:08:59 PM,66.37215854,-38.19990737,535782.712,7361621.8,172.301,0.016,0.031,0.0018,-0.0018,-0.0018,19.47746886,-0.045
7/12/14,9:09:14 PM,66.37215846,-38.19990736,535782.712,7361621.79,172.295,0.016,0.031,0.0018,-0.0018,-0.0036,19.47922106,-0.051
7/12/14,9:09:29 PM,66.37215848,-38.19990717,535782.721,7361621.793,172.266,0.016,0.031,0.0018,0,-0.0036,19.48755554,-0.08
7/12/14,9:09:44 PM,66.37215849,-38.1999073,535782.715,7361621.794,172.263,0.016,0.031,0,0,0.0018,19.48147315,-0.083
7/12/14,9:09:59 PM,66.37215851,-38.19990732,535782.714,7361621.796,172.281,0.016,0.031,0,0,0.0036,19.48013822,-0.065
7/12/14,9:10:14 PM,66.37215853,-38.19990726,535782.717,7361621.799,172.289,0.016,0.031,0,0,0.0018,19.48256669,-0.057
7/12/14,9:10:29 PM,66.37215851,-38.19990729,535782.715,7361621.797,172.289,0.016,0.031,0,-0.0018,0,19.48094764,-0.057
7/12/14,9:10:44 PM,66.37215844,-38.1999072,535782.719,7361621.789,172.29,0.016,0.031,0.0018,-0.0018,0,19.48628792,-0.056
7/12/14,9:10:59 PM,66.37215847,-38.19990694,535782.731,7361621.792,172.288,0.016,0.031,0.0018,-0.0018,0.0054,19.49757605,-0.058
7/12/14,9:11:14 PM,66.37215837,-38.199907,535782.728,7361621.781,172.332,0.016,0.031,0,0,0.0036,19.49655298,-0.014
7/12/14,9:11:29 PM,66.37215849,-38.19990686,535782.735,7361621.794,172.314,0.016,0.031,0.0018,0.0018,-0.0036,19.50116397,-0.032
7/12/14,9:11:44 PM,66.3721585,-38.19990644,535782.753,7361621.796,172.291,0.016,0.031,0.0036,0,-0.0036,19.51853652,-0.055
7/12/14,9:11:59 PM,66.37215847,-38.19990619,535782.765,7361621.792,172.279,0.016,0.031,0.0018,0,0.0018,19.53105107,-0.067
7/12/14,9:12:14 PM,66.37215846,-38.19990608,535782.769,7361621.791,172.309,0.016,0.031,0,0,0.0072,19.53516432,-0.037
7/12/14,9:12:29 PM,66.37215845,-38.19990615,535782.766,7361621.791,172.334,0.016,0.031,0,0,0.0036,19.53221058,-0.012
7/12/14,9:12:44 PM,66.37215852,-38.19990628,535782.761,7361621.798,172.34,0.016,0.031,0,0,-0.0018,19.52606402,-0.006
7/12/14,9:12:59 PM,66.37215851,-38.19990618,535782.765,7361621.797,172.318,0.016,0.031,0,0,-0.0018,19.53017719,-0.028
7/12/14,9:13:14 PM,66.37215846,-38.19990616,535782.766,7361621.792,172.313,0.016,0.031,0,-0.0018,-0.0018,19.53203566,-0.033
7/12/14,9:13:29 PM,66.37215838,-38.19990609,535782.769,7361621.783,172.295,0.016,0.031,0.0018,-0.0036,-0.0036,19.53656523,-0.051
7/12/14,9:13:44 PM,66.37215825,-38.19990583,535782.781,7361621.769,172.278,0.016,0.031,0.0018,0,0,19.55083725,-0.068
7/12/14,9:13:59 PM,66.37215837,-38.19990583,535782.781,7361621.781,172.29,0.016,0.031,0.0018,0.0018,0,19.54873001,-0.056
7/12/14,9:14:14 PM,66.37215838,-38.19990555,535782.793,7361621.783,172.277,0.016,0.031,0.0018,0,-0.0018,19.56019399,-0.069
7/12/14,9:14:29 PM,66.37215838,-38.19990551,535782.795,7361621.783,172.278,0.016,0.031,0.0018,0,-0.0018,19.5621631,-0.068
7/12/14,9:14:44 PM,66.37215837,-38.19990519,535782.809,7361621.782,172.259,0.016,0.031,0.0018,0,0,19.57612199,-0.087
7/12/14,9:14:59 PM,66.37215841,-38.19990523,535782.808,7361621.786,172.267,0.016,0.031,-0.0018,0,0.0036,19.57443774,-0.079
7/12/14,9:15:14 PM,66.37215843,-38.19990545,535782.798,7361621.788,172.285,0.016,0.031,-0.0018,0,0.0018,19.5642421,-0.061
7/12/14,9:15:29 PM,66.37215848,-38.19990534,535782.803,7361621.794,172.282,0.016,0.031,0.0018,-0.0018,0,19.56811744,-0.064
7/12/14,9:15:44 PM,66.37215841,-38.19990513,535782.812,7361621.786,172.282,0.016,0.031,0.0018,-0.0018,0,19.57837616,-0.064
7/12/14,9:15:59 PM,66.37215838,-38.19990499,535782.818,7361621.783,172.288,0.016,0.031,0,0,0.0018,19.58480825,-0.058
7/12/14,9:16:14 PM,66.37215838,-38.19990502,535782.817,7361621.784,172.297,0.016,0.031,0,0,0.0036,19.58364879,-0.049
7/12/14,9:16:29 PM,66.37215841,-38.19990518,535782.81,7361621.786,172.307,0.016,0.031,0.0018,0,0,19.57640695,-0.039
7/12/14,9:16:44 PM,66.37215837,-38.19990501,535782.818,7361621.782,172.294,0.016,0.032,0.0018,0,-0.0036,19.58498315,-0.052
7/12/14,9:16:59 PM,66.37215843,-38.199905,535782.818,7361621.788,172.276,0.016,0.032,0,0,0.0018,19.58393446,-0.07
7/12/14,9:17:14 PM,66.37215838,-38.19990499,535782.818,7361621.784,172.302,0.016,0.032,0,-0.0018,0.0054,19.58463339,-0.044
7/12/14,9:17:29 PM,66.37215826,-38.19990483,535782.826,7361621.769,172.316,0.016,0.032,0,-0.0018,0.0036,19.5951372,-0.03
7/12/14,9:17:44 PM,66.37215826,-38.19990469,535782.832,7361621.77,172.327,0.016,0.032,0,0.0018,0.0018,19.60086868,-0.019
7/12/14,9:17:59 PM,66.37215836,-38.19990479,535782.827,7361621.782,172.33,0.016,0.032,0.0018,0.0018,-0.0018,19.59384444,-0.016
7/12/14,9:18:14 PM,66.37215831,-38.19990461,535782.836,7361621.776,172.311,0.016,0.032,0,0.0018,0.0018,19.60375538,-0.035
7/12/14,9:18:29 PM,66.37215841,-38.19990496,535782.819,7361621.786,172.345,0.016,0.032,-0.0018,0.0018,0.0036,19.58526844,-0.001
7/12/14,9:18:44 PM,66.37215839,-38.19990482,535782.826,7361621.784,172.341,0.016,0.032,0.0018,0,-0.0036,19.59251023,-0.005
7/12/14,9:18:59 PM,66.37215839,-38.19990451,535782.84,7361621.784,172.318,0.016,0.032,0.0018,0.0018,-0.0018,19.60629493,-0.028
7/12/14,9:19:14 PM,66.37215848,-38.19990455,535782.838,7361621.795,172.34,0.016,0.032,0,0.0018,0,19.60240745,-0.006
7/12/14,9:19:29 PM,66.37215847,-38.19990446,535782.842,7361621.794,172.321,0.016,0.032,0,0,-0.0018,19.60652047,-0.025
7/12/14,9:19:44 PM,66.37215844,-38.19990447,535782.842,7361621.79,172.314,0.016,0.032,0.0018,0,0.0018,19.60721737,-0.032
7/12/14,9:19:59 PM,66.37215843,-38.19990428,535782.85,7361621.789,172.328,0.016,0.032,0.0036,0,0,19.61526921,-0.018
7/12/14,9:20:14 PM,66.37215837,-38.19990406,535782.86,7361621.783,172.312,0.016,0.032,0.0018,0,0.0018,19.62616239,-0.034
7/12/14,9:20:29 PM,66.37215843,-38.19990407,535782.86,7361621.789,172.343,0.016,0.032,0.0018,0,0.0018,19.6251162,-0.003
7/12/14,9:20:44 PM,66.3721584,-38.19990384,535782.87,7361621.787,172.328,0.016,0.032,0.0018,0,0,19.63531171,-0.018
7/12/14,9:20:59 PM,66.37215842,-38.19990394,535782.865,7361621.789,172.349,0.016,0.032,0,0,0.0018,19.63003976,0.003
7/12/14,9:21:14 PM,66.37215845,-38.19990404,535782.861,7361621.792,172.347,0.016,0.032,0,0,0,19.62557851,0.001
7/12/14,9:21:29 PM,66.37215842,-38.19990388,535782.868,7361621.788,172.346,0.016,0.032,0.0018,0,-0.0054,19.63316808,0
7/12/14,9:21:44 PM,66.37215838,-38.19990368,535782.877,7361621.784,172.299,0.016,0.032,0.0018,0,-0.0054,19.64272741,-0.047
7/12/14,9:21:59 PM,66.37215836,-38.19990359,535782.881,7361621.782,172.292,0.016,0.032,0,0,0.0018,19.64701484,-0.054
7/12/14,9:22:14 PM,66.37215838,-38.19990351,535782.885,7361621.784,172.304,0.016,0.032,0,-0.0018,0.0018,19.65060498,-0.042
7/12/14,9:22:29 PM,66.37215828,-38.19990349,535782.886,7361621.773,172.299,0.016,0.032,0,-0.0018,0,19.65350925,-0.047
7/12/14,9:22:44 PM,66.37215834,-38.19990344,535782.888,7361621.78,172.297,0.016,0.032,0,0,0.0018,19.65425636,-0.049
7/12/14,9:22:59 PM,66.37215834,-38.1999034,535782.889,7361621.78,172.305,0.016,0.032,0,0,0.0036,19.65524103,-0.041
7/12/14,9:23:14 PM,66.37215837,-38.19990348,535782.886,7361621.783,172.313,0.016,0.032,0,0,0.0036,19.65176394,-0.033
7/12/14,9:23:29 PM,66.37215824,-38.19990309,535782.904,7361621.769,172.257,0.05,0.12,0,0.0036,0.0144,19.67193132,-0.089
7/12/14,9:23:44 PM,66.37215836,-38.1999031,535782.903,7361621.782,172.322,0.016,0.032,0,0,0,19.66867815,-0.024
7/12/14,9:23:59 PM,66.37215837,-38.19990297,535782.909,7361621.783,172.323,0.016,0.032,0,-0.0036,-0.0036,19.67441234,-0.023
7/12/14,9:24:14 PM,66.37215833,-38.1999029,535782.912,7361621.779,172.303,0.016,0.032,0,0,-0.0017,19.67806317,-0.043
7/12/14,9:24:29 PM,66.37215825,-38.1999027,535782.921,7361621.77,172.311,0.016,0.032,0,0,0.0018,19.68849512,-0.035
7/12/14,9:24:44 PM,66.37215826,-38.19990257,535782.927,7361621.771,172.331,0.016,0.032,0,0,0,19.69422842,-0.015
7/12/14,9:24:59 PM,66.37215823,-38.19990271,535782.921,7361621.767,172.323,0.016,0.032,0,0,-0.0018,19.6890192,-0.023
7/12/14,9:25:14 PM,66.37215828,-38.19990256,535782.927,7361621.773,172.328,0.016,0.032,0,0,0.0018,19.69387948,-0.018
7/12/14,9:25:29 PM,66.37215824,-38.19990248,535782.931,7361621.769,172.35,0.016,0.032,0,0,-0.0018,19.69851611,0.004
7/12/14,9:25:44 PM,66.37215819,-38.19990245,535782.932,7361621.763,172.318,0.016,0.032,0,0,-0.0018,19.70054908,-0.028
7/12/14,9:25:59 PM,66.37215824,-38.19990235,535782.937,7361621.769,172.34,0.016,0.032,0,0,0.0018,19.704424,-0.006
7/12/14,9:26:14 PM,66.37215818,-38.19990228,535782.94,7361621.763,172.347,0.016,0.032,0.0018,0,-0.0018,19.70842586,0.001
7/12/14,9:26:29 PM,66.37215818,-38.19990205,535782.95,7361621.763,172.336,0.016,0.032,0.0018,-0.0018,0.0018,19.71827198,-0.01
7/12/14,9:26:44 PM,66.3721581,-38.19990209,535782.948,7361621.754,172.366,0.016,0.031,0.0018,-0.0018,0.0018,19.71787729,0.02
7/12/14,9:26:59 PM,66.37215813,-38.19990191,535782.956,7361621.757,172.358,0.016,0.031,0.0036,0,-0.0054,19.72522857,0.012
7/12/14,9:27:14 PM,66.37215814,-38.19990172,535782.965,7361621.759,172.332,0.016,0.031,0.0018,0,-0.0054,19.73374017,-0.014
7/12/14,9:27:29 PM,66.37215811,-38.19990168,535782.967,7361621.755,172.31,0.016,0.031,0,0,-0.0018,19.73640882,-0.036
7/12/14,9:27:44 PM,66.37215809,-38.19990151,535782.974,7361621.753,172.312,0.016,0.031,0,0,-0.0018,19.74365078,-0.034
7/12/14,9:27:59 PM,66.37215805,-38.19990141,535782.979,7361621.748,172.293,0.016,0.031,0,0,0.0036,19.749449,-0.053
7/12/14,9:28:14 PM,66.37215806,-38.19990155,535782.973,7361621.75,172.334,0.016,0.031,0.0018,0,0.0036,19.74319143,-0.012
7/12/14,9:28:29 PM,66.37215805,-38.19990138,535782.98,7361621.749,172.323,0.016,0.031,0.0018,0,0,19.75025838,-0.023
7/12/14,9:28:44 PM,66.37215807,-38.19990125,535782.986,7361621.75,172.332,0.016,0.031,0,0.0018,0.0018,19.75599061,-0.014
7/12/14,9:28:59 PM,66.37215815,-38.19990129,535782.984,7361621.759,172.328,0.016,0.031,0,0.0018,0.0018,19.752448,-0.018
7/12/14,9:29:14 PM,66.37215813,-38.19990129,535782.984,7361621.757,172.336,0.016,0.031,0,0,0.0036,19.75279732,-0.01
7/12/14,9:29:29 PM,66.37215816,-38.19990114,535782.991,7361621.761,172.354,0.016,0.031,0,0,0.0018,19.7589915,0.008
7/12/14,9:29:44 PM,66.37215816,-38.19990098,535782.998,7361621.761,172.355,0.016,0.031,0,0,0.0054,19.76588419,0.009
7/12/14,9:29:59 PM,66.37215811,-38.19990103,535782.996,7361621.755,172.398,0.016,0.031,0,0,0.0036,19.76496218,0.052
7/12/14,9:30:14 PM,66.37215808,-38.19990105,535782.995,7361621.752,172.375,0.016,0.031,0.0018,0,0,19.76450192,0.029
7/12/14,9:30:29 PM,66.3721581,-38.19990088,535783.003,7361621.754,172.383,0.016,0.031,0.0018,0,-0.0018,19.77202923,0.037
7/12/14,9:30:44 PM,66.37215811,-38.19990078,535783.007,7361621.755,172.366,0.016,0.031,0,0,-0.0018,19.77579311,0.02
7/12/14,9:30:59 PM,66.37215814,-38.19990076,535783.008,7361621.759,172.361,0.016,0.031,0,0,-0.0018,19.77607974,0.015
7/12/14,9:31:14 PM,66.37215808,-38.19990077,535783.008,7361621.752,172.352,0.016,0.031,0,0,-0.0054,19.77730176,0.006
7/12/14,9:31:29 PM,66.37215809,-38.19990066,535783.013,7361621.753,172.325,0.016,0.031,0,-0.0018,-0.009,19.78205017,-0.021
7/12/14,9:31:44 PM,66.372158,-38.19990053,535783.018,7361621.744,172.282,0.016,0.031,0,-0.0018,-0.0036,19.78854681,-0.064
7/12/14,9:31:59 PM,66.37215801,-38.19990067,535783.012,7361621.744,172.296,0.016,0.031,0,0,0.0018,19.78263949,-0.05
7/12/14,9:32:14 PM,66.37215796,-38.1999006,535783.015,7361621.739,172.292,0.016,0.031,0.0018,0,-0.0036,19.78646914,-0.054
7/12/14,9:32:29 PM,66.37215792,-38.19990037,535783.026,7361621.735,172.263,0.016,0.031,0.0036,-0.0018,-0.0072,19.79800015,-0.083
7/12/14,9:32:44 PM,66.37215782,-38.19989997,535783.044,7361621.724,172.227,0.016,0.031,0.0036,-0.0018,-0.0018,19.81765216,-0.119
7/12/14,9:32:59 PM,66.37215783,-38.19989979,535783.052,7361621.725,172.241,0.016,0.031,0,0.0018,0.009,19.8253519,-0.105
7/12/14,9:33:14 PM,66.37215797,-38.19990026,535783.031,7361621.74,172.301,0.016,0.031,-0.0036,0.0054,0.0144,19.80204636,-0.045
7/12/14,9:33:29 PM,66.37215818,-38.1999006,535783.015,7361621.764,172.367,0.016,0.031,0,0.0018,0,19.7821014,0.021
7/12/14,9:33:44 PM,66.37215804,-38.19990023,535783.032,7361621.748,172.307,0.016,0.031,0.0036,-0.0036,-0.0126,19.80163147,-0.039
7/12/14,9:33:59 PM,66.37215795,-38.19989974,535783.054,7361621.738,172.27,0.016,0.031,0.0018,-0.0018,-0.0036,19.82504126,-0.076
7/12/14,9:34:14 PM,66.37215799,-38.19989979,535783.052,7361621.743,172.284,0.016,0.031,0,0,0.0036,19.82219751,-0.062
7/12/14,9:34:29 PM,66.37215795,-38.19989976,535783.053,7361621.738,172.302,0.016,0.031,0.0018,-0.0018,0,19.8240567,-0.044
7/12/14,9:34:44 PM,66.37215788,-38.19989955,535783.062,7361621.73,172.291,0.016,0.031,0.0036,-0.0018,-0.0054,19.83431907,-0.055
7/12/14,9:34:59 PM,66.37215787,-38.19989929,535783.074,7361621.73,172.262,0.016,0.031,0,0.0018,0.0036,19.84613325,-0.084
7/12/14,9:35:14 PM,66.372158,-38.19989968,535783.056,7361621.744,172.32,0.016,0.031,-0.0018,0.0018,0.0072,19.82596119,-0.026
7/12/14,9:35:29 PM,66.37215802,-38.19989969,535783.056,7361621.746,172.317,0.016,0.031,0.0018,-0.0018,-0.009,19.82561184,-0.029
7/12/14,9:35:44 PM,66.37215785,-38.19989931,535783.073,7361621.728,172.247,0.016,0.03,0.0018,-0.0018,-0.009,19.84549934,-0.099
7/12/14,9:35:59 PM,66.37215782,-38.19989929,535783.074,7361621.724,172.249,0.016,0.03,0,0,0,19.84718562,-0.097
7/12/14,9:36:14 PM,66.3721578,-38.19989925,535783.076,7361621.721,172.245,0.016,0.03,0,0,0.0018,19.84968136,-0.101
7/12/14,9:36:29 PM,66.37215783,-38.1998992,535783.078,7361621.725,172.257,0.016,0.03,0,0,0.0036,19.85094804,-0.089
7/12/14,9:36:44 PM,66.3721578,-38.19989916,535783.08,7361621.722,172.266,0.016,0.03,0,0.0018,0.0018,19.85344356,-0.08
7/12/14,9:36:59 PM,66.37215789,-38.19989914,535783.08,7361621.732,172.263,0.016,0.03,0,0.0018,0.0018,19.85169013,-0.083
7/12/14,9:37:14 PM,66.3721579,-38.1998992,535783.078,7361621.733,172.28,0.016,0.03,0,0.0018,0.0018,19.84954594,-0.066
7/12/14,9:37:29 PM,66.37215802,-38.19989917,535783.079,7361621.747,172.281,0.016,0.03,0.0018,0.0018,-0.0054,19.84808447,-0.065
7/12/14,9:37:44 PM,66.37215803,-38.1998989,535783.091,7361621.747,172.231,0.016,0.03,0.0018,-0.0018,-0.0018,19.85990073,-0.115
7/12/14,9:37:59 PM,66.3721579,-38.19989904,535783.085,7361621.733,172.257,0.016,0.03,0,-0.0018,0.0072,19.85643787,-0.089
7/12/14,9:38:14 PM,66.37215791,-38.19989913,535783.081,7361621.735,172.286,0.016,0.03,0.0018,0,0.0054,19.85214963,-0.06
7/12/14,9:38:29 PM,66.37215786,-38.19989892,535783.09,7361621.728,172.298,0.016,0.03,0.0036,0,0,19.86223615,-0.048
7/12/14,9:38:44 PM,66.37215792,-38.19989862,535783.104,7361621.735,172.287,0.016,0.03,0.0036,-0.0018,-0.0036,19.87479534,-0.059
7/12/14,9:38:59 PM,66.37215779,-38.19989826,535783.12,7361621.721,172.268,0.016,0.03,0.0036,-0.0018,-0.0018,19.89299862,-0.078
7/12/14,9:39:14 PM,66.37215783,-38.19989804,535783.13,7361621.726,172.267,0.016,0.03,0.0018,0,0.0036,19.90196847,-0.079
7/12/14,9:39:29 PM,66.37215788,-38.19989812,535783.127,7361621.731,172.302,0.016,0.03,0,0.0018,0.0054,19.89814044,-0.044
7/12/14,9:39:44 PM,66.37215796,-38.19989824,535783.121,7361621.74,172.322,0.016,0.03,-0.0018,0.0036,0.0072,19.89066163,-0.024
7/12/14,9:39:59 PM,66.37215806,-38.19989842,535783.113,7361621.751,172.366,0.016,0.03,0,0.0018,0.0072,19.88086852,0.02
7/12/14,9:40:14 PM,66.37215801,-38.19989825,535783.12,7361621.745,172.383,0.016,0.03,0.0054,-0.0018,-0.0072,19.88880575,0.037
7/12/14,9:40:29 PM,66.37215782,-38.19989771,535783.145,7361621.724,172.309,0.016,0.03,0.0036,-0.0018,-0.009,19.91708704,-0.037
7/12/14,9:40:44 PM,66.37215788,-38.19989782,535783.14,7361621.732,172.316,0.016,0.03,-0.0018,-0.0018,0.0036,19.91076596,-0.03
7/12/14,9:40:59 PM,66.37215779,-38.1998981,535783.127,7361621.722,172.341,0.016,0.03,-0.0018,-0.0018,0.0018,19.89971507,-0.005
7/12/14,9:41:14 PM,66.37215783,-38.19989811,535783.127,7361621.726,172.332,0.016,0.03,0,0,0,19.89901475,-0.014
7/12/14,9:41:29 PM,66.37215784,-38.19989807,535783.128,7361621.727,172.346,0.016,0.03,0.0018,0,-0.0018,19.89982437,0
7/12/14,9:41:44 PM,66.3721578,-38.19989788,535783.137,7361621.723,172.321,0.016,0.029,0.0018,0,-0.0036,19.90938545,-0.025
7/12/14,9:41:59 PM,66.3721578,-38.19989795,535783.134,7361621.723,172.321,0.016,0.029,0,-0.0018,-0.0018,19.90643177,-0.025
7/12/14,9:42:14 PM,66.37215769,-38.19989795,535783.134,7361621.71,172.312,0.016,0.029,0.0018,-0.0018,-0.0036,19.90871179,-0.034
7/12/14,9:42:29 PM,66.37215768,-38.1998977,535783.146,7361621.709,172.297,0.016,0.029,0.0036,0,-0.0018,19.92070084,-0.049
7/12/14,9:42:44 PM,66.37215767,-38.19989745,535783.156,7361621.709,172.302,0.016,0.029,0.0018,-0.0018,0.0018,19.93054545,-0.044
7/12/14,9:42:59 PM,66.37215759,-38.19989734,535783.162,7361621.7,172.313,0.016,0.029,0,0,0,19.93803383,-0.033
7/12/14,9:43:14 PM,66.37215772,-38.19989718,535783.169,7361621.714,172.299,0.016,0.029,0,0.0018,-0.0018,19.94246705,-0.047
7/12/14,9:43:29 PM,66.37215773,-38.19989719,535783.168,7361621.715,172.3,0.016,0.029,0,0,-0.0018,19.94130733,-0.046
7/12/14,9:43:44 PM,66.37215774,-38.19989708,535783.173,7361621.717,172.286,0.016,0.029,0.0018,0,-0.0018,19.9458799,-0.06
7/12/14,9:43:59 PM,66.37215777,-38.19989686,535783.183,7361621.719,172.29,0.016,0.029,0.0018,-0.0018,0.0054,19.95537584,-0.056
7/12/14,9:44:14 PM,66.37215768,-38.19989683,535783.184,7361621.71,172.331,0.016,0.029,0,-0.0018,0.0072,19.95793589,-0.015
7/12/14,9:44:29 PM,66.37215764,-38.19989697,535783.178,7361621.705,172.352,0.016,0.029,0,-0.0018,0.0018,19.952906,0.006
7/12/14,9:44:44 PM,66.37215754,-38.19989689,535783.182,7361621.694,172.352,0.016,0.029,0,-0.0018,0,19.95877764,0.006
7/12/14,9:44:59 PM,66.37215756,-38.19989695,535783.179,7361621.696,172.352,0.016,0.029,0,0.0018,-0.0018,19.95547243,0.006
7/12/14,9:45:14 PM,66.37215763,-38.19989698,535783.178,7361621.704,172.339,0.016,0.029,0.0036,0,-0.009,19.95308159,-0.007
7/12/14,9:45:29 PM,66.37215756,-38.19989647,535783.201,7361621.696,172.285,0.016,0.029,0.0054,-0.0018,-0.009,19.97712942,-0.061
7/12/14,9:45:44 PM,66.37215754,-38.19989629,535783.209,7361621.694,172.274,0.016,0.029,0.0018,0.0018,0,19.98535644,-0.072
7/12/14,9:45:59 PM,66.37215765,-38.19989626,535783.21,7361621.707,172.292,0.016,0.029,0,0.0018,0,19.9840593,-0.054
7/12/14,9:46:14 PM,66.37215765,-38.1998961,535783.217,7361621.707,172.28,0.016,0.029,0,0,-0.0018,19.99095108,-0.066
7/12/14,9:46:29 PM,66.37215771,-38.19989596,535783.223,7361621.714,172.282,0.016,0.029,0,0,0.0036,19.99563402,-0.064
7/12/14,9:46:44 PM,66.37215772,-38.1998959,535783.226,7361621.714,172.307,0.016,0.029,0,0,0.0036,19.99858788,-0.039
7/12/14,9:46:59 PM,66.37215774,-38.19989599,535783.222,7361621.717,172.312,0.016,0.029,0,0,0.0036,19.99412539,-0.034
7/12/14,9:47:14 PM,66.37215775,-38.19989614,535783.215,7361621.718,172.336,0.016,0.028,0.0018,-0.0018,0.0036,19.98705831,-0.01
7/12/14,9:47:29 PM,66.37215764,-38.19989593,535783.225,7361621.706,172.34,0.016,0.028,0.0018,-0.0036,-0.0036,19.99900257,-0.006
7/12/14,9:47:44 PM,66.37215757,-38.19989578,535783.231,7361621.698,172.313,0.016,0.027,0,0,-0.0034,20.0063119,-0.033
7/12/14,9:47:59 PM,66.37215754,-38.19989578,535783.231,7361621.695,172.316,0.016,0.027,0,0,0,20.00683846,-0.03
7/12/14,9:48:14 PM,66.37215754,-38.19989573,535783.234,7361621.695,172.322,0.016,0.027,0,0,-0.0018,20.00979185,-0.024
7/12/14,9:48:29 PM,66.37215759,-38.19989559,535783.24,7361621.701,172.306,0.016,0.027,0,0,0,20.01464649,-0.04
7/12/14,9:48:44 PM,66.37215763,-38.19989569,535783.236,7361621.705,172.313,0.016,0.027,0,0,0,20.01000775,-0.033
7/12/14,9:48:59 PM,66.37215763,-38.1998956,535783.239,7361621.706,172.308,0.016,0.027,0,0,0,20.01278641,-0.038
7/12/14,9:49:14 PM,66.37215762,-38.19989555,535783.242,7361621.704,172.308,0.016,0.027,0.0017,0,-0.0034,20.01609015,-0.038
7/12/14,9:49:29 PM,66.37215758,-38.19989532,535783.252,7361621.7,172.283,0.016,0.028,0.0036,0,-0.0035,20.02663609,-0.063
7/12/14,9:49:44 PM,66.37215756,-38.19989512,535783.261,7361621.697,172.278,0.016,0.027,0.0001,0.0017,0.0035,20.03602248,-0.068
7/12/14,9:49:59 PM,66.37215765,-38.19989529,535783.253,7361621.707,172.301,0.016,0.028,-0.0018,0.0018,0,20.02639571,-0.045
7/12/14,9:50:14 PM,66.37215762,-38.19989517,535783.259,7361621.705,172.291,0.016,0.028,0,0,-0.0018,20.03265297,-0.055
