UTCDate,UTCTime,Latitude,Longitude,Easting,Northing,H-Ell,SDHori,SDHeig,VEast,VNorth,VUp,H Dist,V Dist
7/12/14,4:10:44 AM,66.37218096,-38.20020088,535769.554,7361624.13,172.418,0.017,0.031,0.0032,0,-0.0047,6.114772686,0.072
7/12/14,4:10:59 AM,66.37218097,-38.20020072,535769.561,7361624.132,172.413,0.017,0.031,0.0016,0.0039,0.002,6.121311297,0.067
7/12/14,4:11:14 AM,66.37218117,-38.20020052,535769.569,7361624.154,172.425,0.017,0.031,-0.0003,0.0017,-0.0058,6.12536301,0.079
7/12/14,4:11:29 AM,66.37218115,-38.20020074,535769.559,7361624.152,172.381,0.017,0.031,-0.0017,0,0.0007,6.115857421,0.035
7/12/14,4:11:44 AM,66.37218112,-38.20020078,535769.558,7361624.149,172.42,0.017,0.03,0,-0.0057,0.0032,6.115391238,0.074
7/12/14,4:11:59 AM,66.37218077,-38.20020078,535769.558,7361624.11,172.403,0.017,0.03,0.0019,-0.0051,-0.0112,6.122265349,0.057
7/12/14,4:12:14 AM,66.37218073,-38.20020049,535769.571,7361624.106,172.328,0.017,0.03,0.0036,0.0019,-0.0123,6.13577216,-0.018
7/12/14,4:12:29 AM,66.3721808,-38.20020018,535769.585,7361624.113,172.291,0.017,0.03,0.0017,0.0038,-0.0033,6.148294479,-0.055
7/12/14,4:12:44 AM,66.37218101,-38.20019982,535769.601,7361624.137,172.274,0.017,0.031,0,0.0072,0.0036,6.159821182,-0.072
7/12/14,4:13:29 AM,66.37218109,-38.20019979,535769.602,7361624.146,172.258,0.017,0.03,0,0,0.0216,6.159247762,-0.088
7/12/14,4:13:44 AM,66.37218111,-38.20019991,535769.597,7361624.148,172.348,0.017,0.03,-0.0036,0,0,6.1539779,0.002
7/12/14,4:13:59 AM,66.37218122,-38.20020016,535769.585,7361624.16,172.367,0.018,0.033,0.0006,-0.0006,0.0066,6.140098045,0.021
7/12/14,4:14:14 AM,66.37218112,-38.20019998,535769.594,7361624.15,172.387,0.017,0.032,0.0036,-0.0016,0.0016,6.150678418,0.041
7/12/14,4:14:29 AM,66.37218111,-38.20019972,535769.605,7361624.148,172.387,0.017,0.032,0.0017,0.0019,-0.0019,6.161858486,0.041
7/12/14,4:14:44 AM,66.37218125,-38.20019971,535769.606,7361624.164,172.363,0.017,0.032,-0.0019,-0.0021,-0.0053,6.160111768,0.017
7/12/14,4:14:59 AM,66.37218109,-38.20020011,535769.588,7361624.145,172.366,0.017,0.032,0.0037,-0.0018,-0.0037,6.145630806,0.02
7/12/14,4:15:14 AM,66.37218099,-38.20019904,535769.636,7361624.135,172.303,0.017,0.032,0,-0.0036,-0.0108,6.194637197,-0.043
7/12/14,4:15:29 AM,66.37218095,-38.20019933,535769.623,7361624.13,172.28,0.017,0.031,0.0017,-0.0017,0.0005,6.182703939,-0.066
7/12/14,4:15:44 AM,66.37218087,-38.20019933,535769.623,7361624.122,172.321,0.017,0.031,0,-0.0017,0.0035,6.184103815,-0.025
7/12/14,4:15:59 AM,66.37218088,-38.2001993,535769.624,7361624.123,172.315,0.017,0.031,0,0,-0.0019,6.184912772,-0.031
7/12/14,4:16:14 AM,66.37218087,-38.20019921,535769.628,7361624.122,172.297,0.017,0.031,0,0,0.0001,6.189026175,-0.049
7/12/14,4:16:44 AM,66.37218095,-38.2001993,535769.624,7361624.13,172.319,0.017,0.031,0,-0.0018,-0.0019,6.183688624,-0.027
7/12/14,4:16:59 AM,66.37218077,-38.20019915,535769.631,7361624.11,172.291,0.017,0.031,0,0.0001,-0.0072,6.194095576,-0.055
7/12/14,4:17:14 AM,66.37218085,-38.20019897,535769.639,7361624.12,172.263,0.017,0.03,0.0036,0.0036,-0.0035,6.200206448,-0.083
7/12/14,4:17:29 AM,66.37218097,-38.20019854,535769.658,7361624.133,172.267,0.017,0.03,0.0018,0,0.0018,6.216651349,-0.079
7/12/14,4:17:44 AM,66.37218086,-38.20019864,535769.654,7361624.121,172.287,0.017,0.03,0,0,0.0036,6.214799273,-0.059
7/12/14,4:17:59 AM,66.37218098,-38.20019866,535769.653,7361624.134,172.308,0.017,0.03,0,0.0018,0,6.211553751,-0.038
7/12/14,4:18:14 AM,66.372181,-38.20019865,535769.653,7361624.137,172.288,0.017,0.03,0,-0.0018,-0.0018,6.211035743,-0.058
7/12/14,4:18:29 AM,66.3721808,-38.20019863,535769.655,7361624.114,172.282,0.017,0.03,0,-0.0036,0.0018,6.217011822,-0.064
7/12/14,4:18:44 AM,66.37218082,-38.20019866,535769.653,7361624.117,172.307,0.017,0.03,0,-0.0018,0.0018,6.214515669,-0.039
7/12/14,4:18:59 AM,66.37218071,-38.20019867,535769.653,7361624.104,172.307,0.017,0.03,0.0018,0.0018,0.0018,6.21681108,-0.039
7/12/14,4:19:14 AM,66.37218096,-38.20019844,535769.663,7361624.132,172.324,0.017,0.03,0.0036,0.0054,0.0054,6.22174895,-0.022
7/12/14,4:19:29 AM,66.37218115,-38.20019823,535769.672,7361624.153,172.349,0.017,0.03,0.0018,0,0.0018,6.227021278,0.003
7/12/14,4:19:44 AM,66.37218126,-38.20019783,535769.689,7361624.166,172.354,0.017,0.03,0.0036,0.0036,0,6.241592745,0.008
7/12/14,4:19:59 AM,66.37218091,-38.20019819,535769.674,7361624.127,172.319,0.017,0.03,-0.0018,-0.0055,-0.0055,6.233448644,-0.027
7/12/14,4:20:14 AM,66.37218087,-38.2001981,535769.678,7361624.122,172.313,0.017,0.03,0.0018,0.0018,-0.0036,6.238256567,-0.033
7/12/14,4:20:29 AM,66.37218099,-38.20019791,535769.686,7361624.135,172.286,0.017,0.03,0.0018,0.0018,-0.0001,6.243887411,-0.06
7/12/14,4:20:44 AM,66.37218097,-38.20019785,535769.689,7361624.133,172.321,0.017,0.03,0,-0.0018,0.0019,6.247186647,-0.025
7/12/14,4:20:59 AM,66.37218077,-38.20019801,535769.682,7361624.112,172.315,0.017,0.03,0,-0.0018,0,6.243943065,-0.031
7/12/14,4:21:14 AM,66.37218074,-38.20019801,535769.682,7361624.108,172.309,0.017,0.031,0.0018,0.0018,0.0018,6.244646427,-0.037
7/12/14,4:21:29 AM,66.3721809,-38.20019765,535769.698,7361624.126,172.323,0.017,0.031,0.0054,0.0054,0.0001,6.257259224,-0.023
7/12/14,4:21:44 AM,66.37218115,-38.2001971,535769.722,7361624.154,172.306,0.017,0.031,0.002,0.0002,-0.0019,6.276136152,-0.04
7/12/14,4:21:59 AM,66.37218083,-38.20019759,535769.701,7361624.118,172.297,0.017,0.031,-0.0001,-0.0055,-0.0019,6.261601712,-0.049
7/12/14,4:22:14 AM,66.37218072,-38.2001974,535769.71,7361624.106,172.303,0.017,0.031,0.0036,-0.0019,0,6.272561598,-0.043
7/12/14,4:22:29 AM,66.37218077,-38.20019707,535769.724,7361624.112,172.293,0.017,0.031,0.0019,0.0017,-0.0019,6.285295299,-0.053
7/12/14,4:22:44 AM,66.37218088,-38.2001969,535769.732,7361624.124,172.292,0.017,0.031,0.0019,0.0019,0.0017,6.291094102,-0.054
7/12/14,4:22:59 AM,66.37218093,-38.20019693,535769.73,7361624.129,172.296,0.017,0.031,0,0,0.0017,6.288264148,-0.05
7/12/14,4:23:14 AM,66.37218087,-38.20019696,535769.729,7361624.123,172.305,0.017,0.031,-0.0017,-0.0019,0.0017,6.288311459,-0.041
7/12/14,4:23:29 AM,66.37218083,-38.20019715,535769.72,7361624.118,172.316,0.017,0.031,-0.002,0,0.0052,6.280312492,-0.03
7/12/14,4:23:44 AM,66.37218085,-38.20019707,535769.724,7361624.12,172.343,0.017,0.032,0.0016,0,0.0008,6.283905235,-0.003
7/12/14,4:23:59 AM,66.37218087,-38.2001968,535769.736,7361624.123,172.32,0.018,0.032,0.0005,0,-0.0005,6.295206589,-0.026
7/12/14,4:24:14 AM,66.37218087,-38.20019693,535769.731,7361624.123,172.322,0.018,0.033,0,-0.0028,-0.0014,6.290281472,-0.024
7/12/14,4:24:29 AM,66.37218061,-38.20019694,535769.73,7361624.094,172.311,0.019,0.035,0,-0.0037,0.0012,6.294364225,-0.035
7/12/14,4:24:44 AM,66.37218086,-38.2001972,535769.718,7361624.122,172.36,0.02,0.041,0.0026,0.001,-0.0048,6.27764964,0.014
7/12/14,4:24:59 AM,66.37218069,-38.20019657,535769.747,7361624.103,172.266,0.02,0.041,0.0042,-0.0036,-0.0109,6.309514165,-0.08
7/12/14,4:25:14 AM,66.37218058,-38.20019661,535769.745,7361624.091,172.274,0.018,0.035,0,-0.0012,0,6.30965839,-0.072
7/12/14,4:25:29 AM,66.37218061,-38.20019722,535769.718,7361624.094,172.337,0.022,0.045,-0.0019,0,0.0001,6.282554019,-0.009
7/12/14,4:25:44 AM,66.37218056,-38.20019681,535769.736,7361624.088,172.287,0.022,0.045,0.0036,0,-0.0072,6.301333271,-0.059
7/12/14,4:25:59 AM,66.37218061,-38.20019654,535769.748,7361624.094,172.277,0.022,0.045,0,0,0.0017,6.312080877,-0.069
7/12/14,4:26:14 AM,66.37218058,-38.20019673,535769.74,7361624.091,172.301,0.022,0.045,0,0,0.0019,6.304737425,-0.045
7/12/14,4:26:29 AM,66.37218056,-38.20019633,535769.758,7361624.089,172.282,0.022,0.045,0.0018,0.0018,-0.0018,6.32280713,-0.064
7/12/14,4:26:44 AM,66.37218074,-38.20019638,535769.755,7361624.108,172.278,0.022,0.045,0.0018,0.0018,0,6.316518028,-0.068
7/12/14,4:26:59 AM,66.37218067,-38.20019599,535769.773,7361624.101,172.278,0.022,0.045,0,-0.0036,0,6.335463124,-0.068
7/12/14,4:27:14 AM,66.37218045,-38.20019631,535769.759,7361624.076,172.276,0.022,0.045,0,-0.0036,-0.0053,6.326104646,-0.07
7/12/14,4:27:29 AM,66.37218048,-38.20019604,535769.771,7361624.08,172.234,0.022,0.045,0.0018,0.0018,0.0016,6.337198119,-0.112
7/12/14,4:27:44 AM,66.37218058,-38.20019597,535769.774,7361624.091,172.283,0.022,0.044,0,0.0018,0.009,6.338202426,-0.063
7/12/14,4:27:59 AM,66.37218064,-38.20019582,535769.78,7361624.098,172.309,0.022,0.044,0,0,0.0018,6.342879866,-0.037
7/12/14,4:28:14 AM,66.37218067,-38.20019584,535769.779,7361624.101,172.287,0.022,0.043,0,0,0.0018,6.341370908,-0.059
7/12/14,4:28:29 AM,66.37218072,-38.20019592,535769.776,7361624.107,172.32,0.022,0.043,0.0018,-0.0036,-0.0017,6.337371853,-0.026
7/12/14,4:28:44 AM,66.37218049,-38.20019575,535769.784,7361624.081,172.275,0.022,0.043,0,-0.0018,-0.0054,6.349813383,-0.071
7/12/14,4:28:59 AM,66.37218062,-38.20019568,535769.787,7361624.096,172.272,0.022,0.043,0,0,0,6.350121889,-0.074
7/12/14,4:29:14 AM,66.37218043,-38.20019567,535769.787,7361624.075,172.27,0.022,0.043,0.0018,0,0,6.353832938,-0.076
7/12/14,4:29:29 AM,66.3721805,-38.20019532,535769.803,7361624.083,172.265,0.022,0.043,0.0018,0.0018,0.0035,6.368158996,-0.081
7/12/14,4:29:44 AM,66.37218049,-38.20019544,535769.798,7361624.082,172.292,0.022,0.043,0,0.0018,0.0107,6.363414571,-0.054
7/12/14,4:29:59 AM,66.37218067,-38.20019556,535769.792,7361624.102,172.346,0.022,0.043,0.0018,0.0018,0.0037,6.353997561,0
7/12/14,4:30:14 AM,66.3721807,-38.2001953,535769.803,7361624.105,172.332,0.022,0.043,0.0019,-0.0017,-0.0053,6.36430931,-0.014
7/12/14,4:30:29 AM,66.37218062,-38.20019517,535769.81,7361624.097,172.309,0.022,0.044,0,0,-0.0018,6.37259335,-0.037
7/12/14,4:30:44 AM,66.37218058,-38.2001952,535769.808,7361624.091,172.317,0.022,0.044,0.0018,0,-0.0035,6.371673093,-0.029
7/12/14,4:30:59 AM,66.37218059,-38.2001949,535769.821,7361624.093,172.271,0.022,0.044,0.0018,0,-0.009,6.384122571,-0.075
7/12/14,4:31:14 AM,66.37218057,-38.20019478,535769.827,7361624.091,172.236,0.022,0.044,0,0.0018,0.0016,6.390379723,-0.11
7/12/14,4:31:29 AM,66.37218067,-38.20019489,535769.822,7361624.102,172.282,0.022,0.044,0,0.0001,0.0038,6.383541728,-0.064
7/12/14,4:31:44 AM,66.37218058,-38.20019482,535769.825,7361624.092,172.263,0.022,0.044,0.0017,-0.0036,-0.0071,6.38823575,-0.083
7/12/14,4:31:59 AM,66.37218042,-38.20019456,535769.837,7361624.074,172.216,0.022,0.044,0.0019,-0.0019,-0.0039,6.403214818,-0.13
7/12/14,4:32:14 AM,66.37218045,-38.20019464,535769.833,7361624.077,172.232,0.022,0.044,0,-0.0017,0.0019,6.398747143,-0.114
7/12/14,4:32:29 AM,66.37218037,-38.20019473,535769.83,7361624.069,172.238,0.022,0.045,0.0017,0.0015,0.0051,6.397213925,-0.108
7/12/14,4:32:44 AM,66.37218061,-38.20019447,535769.841,7361624.096,172.283,0.022,0.045,0.0036,0.0022,0.0008,6.403294465,-0.063
7/12/14,4:32:59 AM,66.37218051,-38.20019418,535769.854,7361624.084,172.241,0.022,0.046,0.002,-0.0004,0.0025,6.418187984,-0.105
7/12/14,4:33:14 AM,66.37218065,-38.20019434,535769.846,7361624.099,172.309,0.022,0.048,0.0008,-0.0008,0.0034,6.407698651,-0.037
7/12/14,4:33:29 AM,66.37218041,-38.2001939,535769.866,7361624.074,172.253,0.023,0.054,-0.0036,0.0018,0.009,6.431758469,-0.093
7/12/14,4:33:44 AM,66.37218055,-38.20019448,535769.84,7361624.089,172.327,0.023,0.054,-0.0036,-0.0018,0.0018,6.403529183,-0.019
7/12/14,4:33:59 AM,66.37218033,-38.20019445,535769.842,7361624.064,172.266,0.023,0.054,0.0036,0,-0.009,6.409913026,-0.08
7/12/14,4:34:14 AM,66.37218039,-38.20019346,535769.886,7361624.071,172.23,0.024,0.054,0.009,0.0018,0.0019,6.451974116,-0.116
7/12/14,4:34:29 AM,66.37218055,-38.20019313,535769.901,7361624.089,172.302,0.024,0.054,-0.0036,-0.0072,-0.0036,6.463599384,-0.044
7/12/14,4:34:44 AM,66.37218033,-38.20019352,535769.884,7361624.064,172.284,0.024,0.054,-0.0054,0.0036,0.0036,6.451243058,-0.062
7/12/14,4:34:59 AM,66.37218047,-38.20019399,535769.862,7361624.081,172.261,0.023,0.054,0.0036,0,-0.009,6.42658992,-0.085
7/12/14,4:35:14 AM,66.3721804,-38.20019334,535769.892,7361624.072,172.24,0.023,0.054,0.0036,0.009,0.0289,6.457704313,-0.106
7/12/14,4:35:29 AM,66.37218103,-38.20019344,535769.886,7361624.143,172.498,0.023,0.054,-0.0018,0.0018,0.0107,6.439675923,0.152
7/12/14,4:35:44 AM,66.37218059,-38.20019378,535769.872,7361624.093,172.337,0.023,0.054,0.0036,0.0036,0.0072,6.434344877,-0.009
7/12/14,4:35:59 AM,66.37218068,-38.20019319,535769.898,7361624.104,172.36,0.023,0.054,-0.0018,-0.0018,-0.0108,6.458063564,0.014
7/12/14,4:36:14 AM,66.37218063,-38.20019345,535769.886,7361624.099,172.348,0.023,0.054,-0.0018,-0.0018,-0.009,6.447098727,0.002
7/12/14,4:36:29 AM,66.37218048,-38.20019351,535769.884,7361624.082,172.293,0.023,0.054,0.0018,0,-0.009,6.448075449,-0.053
7/12/14,4:36:44 AM,66.37218059,-38.20019342,535769.888,7361624.093,172.29,0.023,0.054,0.0072,-0.0036,-0.0036,6.45010341,-0.056
7/12/14,4:36:59 AM,66.37218045,-38.20019286,535769.913,7361624.078,172.268,0.023,0.054,-0.0036,0,0.0036,6.477328462,-0.078
7/12/14,4:37:14 AM,66.37218043,-38.20019309,535769.903,7361624.076,172.275,0.023,0.054,-0.0036,0,0.0216,6.467831785,-0.071
7/12/14,4:37:29 AM,66.37218044,-38.2001934,535769.889,7361624.077,172.37,0.023,0.054,0.0036,-0.0036,-0.018,6.453873023,0.024
7/12/14,4:37:44 AM,66.37218037,-38.20019296,535769.908,7361624.069,172.297,0.023,0.054,0.0018,0.0018,-0.0036,6.473982545,-0.049
7/12/14,4:37:59 AM,66.3721806,-38.20019308,535769.903,7361624.095,172.338,0.023,0.054,-0.0018,0.0054,0.0216,6.464533471,-0.008
7/12/14,4:38:14 AM,66.37218076,-38.20019351,535769.884,7361624.113,172.476,0.023,0.054,0.0072,-0.0036,-0.0252,6.442734357,0.13
7/12/14,4:38:29 AM,66.37218061,-38.20019285,535769.913,7361624.097,172.373,0.023,0.054,-0.0018,-0.0018,0.0018,6.474040855,0.027
7/12/14,4:38:44 AM,66.37218048,-38.20019333,535769.892,7361624.082,172.367,0.023,0.054,0,-0.0018,-0.0018,6.455952679,0.021
7/12/14,4:38:59 AM,66.37218047,-38.20019312,535769.901,7361624.08,172.352,0.023,0.054,0.0054,0,-0.0036,6.465163571,0.006
7/12/14,4:39:14 AM,66.37218046,-38.20019245,535769.931,7361624.08,172.335,0.023,0.054,0,-0.0018,-0.0018,6.494705536,-0.011
7/12/14,4:39:29 AM,66.37218038,-38.20019299,535769.907,7361624.071,172.331,0.023,0.054,-0.0036,0,0.0054,6.472646522,-0.015
7/12/14,4:39:44 AM,66.37218058,-38.20019301,535769.906,7361624.093,172.375,0.023,0.054,0,0,0.0072,6.467833176,0.029
7/12/14,4:39:59 AM,66.37218049,-38.20019296,535769.909,7361624.083,172.393,0.023,0.054,0,-0.0018,0.009,6.472518907,0.047
7/12/14,4:40:14 AM,66.37218049,-38.20019305,535769.904,7361624.082,172.46,0.023,0.054,0.0072,0,-0.036,6.46776909,0.114
7/12/14,4:40:29 AM,66.37218046,-38.20019251,535769.929,7361624.079,172.313,0.023,0.054,0.0018,0.0036,0.009,6.492909748,-0.033
7/12/14,4:40:44 AM,66.37218067,-38.20019246,535769.931,7361624.103,172.433,0.023,0.054,-0.0036,0,0,6.490750419,0.087
7/12/14,4:40:59 AM,66.37217734,-38.20019301,535769.911,7361623.732,171.47,0.023,0.054,0,-0.0036,-0.0036,6.544612441,-0.876
7/12/14,4:41:14 AM,66.37217707,-38.20019284,535769.919,7361623.702,171.447,0.023,0.054,0.0018,-0.0036,-0.0072,6.559229528,-0.899
7/12/14,4:41:29 AM,66.37218037,-38.20019232,535769.937,7361624.069,172.385,0.023,0.054,0,0.0072,0.018,6.502532199,0.039
7/12/14,4:41:44 AM,66.37217727,-38.20019268,535769.925,7361623.725,171.485,0.023,0.054,0,0.0036,0.0072,6.559831477,-0.861
7/12/14,4:41:59 AM,66.37217739,-38.20019278,535769.921,7361623.737,171.533,0.022,0.054,0.0018,-0.0018,-0.0144,6.553231035,-0.813
7/12/14,4:42:14 AM,66.37218041,-38.20019228,535769.939,7361624.074,172.339,0.022,0.054,0,0,-0.0036,6.503627603,-0.007
7/12/14,4:42:29 AM,66.37217709,-38.20019239,535769.939,7361623.704,171.358,0.022,0.054,0.0018,-0.0018,-0.0036,6.578239278,-0.988
7/12/14,4:42:44 AM,66.37217709,-38.20019249,535769.935,7361623.705,171.412,0.022,0.053,-0.0018,0.0054,0.0108,6.574116595,-0.934
7/12/14,4:42:59 AM,66.37218075,-38.20019237,535769.935,7361624.113,172.415,0.022,0.053,0.0036,-0.0036,0,6.492998152,0.069
7/12/14,4:43:14 AM,66.37218058,-38.20019213,535769.946,7361624.094,172.414,0.022,0.053,0.0036,-0.0036,-0.0108,6.507066697,0.068
7/12/14,4:43:29 AM,66.37218041,-38.2001917,535769.965,7361624.074,172.368,0.022,0.053,0,0,-0.0108,6.529230889,0.022
7/12/14,4:43:44 AM,66.37218044,-38.20019176,535769.962,7361624.078,172.32,0.022,0.053,0,0,0.0144,6.525582656,-0.026
7/12/14,4:43:59 AM,66.37218042,-38.2001918,535769.96,7361624.076,172.374,0.022,0.053,0,0.0036,0.0072,6.52395961,0.028
7/12/14,4:44:14 AM,66.37218054,-38.20019187,535769.957,7361624.089,172.404,0.022,0.053,0,-0.0036,-0.0036,6.518761002,0.058
7/12/14,4:44:29 AM,66.37218042,-38.20019179,535769.961,7361624.075,172.395,0.022,0.053,0,0,-0.0036,6.525118006,0.049
7/12/14,4:44:44 AM,66.37218058,-38.20019189,535769.956,7361624.094,172.376,0.022,0.053,0.0036,0,-0.0054,6.516919287,0.03
7/12/14,4:44:59 AM,66.37218047,-38.20019128,535769.983,7361624.082,172.351,0.022,0.053,0.0018,0,0.0072,6.545577133,0.005
7/12/14,4:45:14 AM,66.37218067,-38.20019148,535769.974,7361624.104,172.438,0.022,0.053,0,0.0018,0.0072,6.532957753,0.092
7/12/14,4:45:29 AM,66.37218063,-38.200191,535769.996,7361624.1,172.413,0.022,0.053,0.0018,-0.0018,-0.0072,6.555317307,0.067
7/12/14,4:45:44 AM,66.37218055,-38.20019115,535769.989,7361624.091,172.389,0.022,0.053,0,-0.0036,-0.0054,6.549946946,0.043
7/12/14,4:45:59 AM,66.37218041,-38.20019123,535769.986,7361624.074,172.37,0.022,0.053,0,0.0018,0.0054,6.549912747,0.024
7/12/14,4:46:14 AM,66.37218063,-38.20019121,535769.987,7361624.099,172.426,0.022,0.053,0,0.0054,0.0144,6.546616301,0.08
7/12/14,4:46:29 AM,66.37218072,-38.20019109,535769.992,7361624.11,172.489,0.022,0.053,0.0018,0.0018,0.0036,6.549691061,0.143
7/12/14,4:46:44 AM,66.37218066,-38.20019088,535770.001,7361624.103,172.459,0.022,0.052,0.0018,-0.0018,-0.0054,6.5597394,0.113
7/12/14,4:46:59 AM,66.37218054,-38.20019103,535769.995,7361624.09,172.446,0.022,0.052,0,-0.0018,-0.0036,6.556029591,0.1
7/12/14,4:47:14 AM,66.37218057,-38.20019093,535769.999,7361624.093,172.432,0.022,0.052,-0.0018,0.0018,-0.0054,6.55946042,0.086
7/12/14,4:47:29 AM,66.37218065,-38.2001912,535769.987,7361624.101,172.406,0.022,0.052,0,-0.0018,-0.0144,6.546277797,0.06
7/12/14,4:47:44 AM,66.37218034,-38.20019095,535769.999,7361624.068,172.319,0.022,0.052,0.0018,-0.0036,-0.0054,6.563756242,-0.027
7/12/14,4:47:59 AM,66.3721803,-38.2001909,535770.001,7361624.063,172.365,0.021,0.049,0,0,0.0064,6.566595846,0.019
7/12/14,4:48:14 AM,66.37218034,-38.200191,535769.997,7361624.067,172.355,0.021,0.047,0.0019,-0.0019,-0.0053,6.561960454,0.009
7/12/14,4:48:29 AM,66.37218018,-38.20019068,535770.011,7361624.05,172.34,0.021,0.047,0.0017,0.0001,0.002,6.57871872,-0.006
7/12/14,4:48:44 AM,66.37218034,-38.20019077,535770.007,7361624.067,172.36,0.021,0.046,0.0019,0.0017,0.0037,6.571808351,0.014
7/12/14,4:48:59 AM,66.37218022,-38.20019053,535770.018,7361624.054,172.34,0.021,0.047,0.0036,-0.0036,0,6.584907365,-0.006
7/12/14,4:49:14 AM,66.37218033,-38.2001904,535770.023,7361624.067,172.421,0.021,0.046,0,0.0018,0.0089,6.587565939,0.075
7/12/14,4:49:29 AM,66.37218035,-38.20019045,535770.021,7361624.068,172.432,0.021,0.046,0,0,-0.0074,6.585422993,0.086
7/12/14,4:49:44 AM,66.37218029,-38.20019035,535770.025,7361624.062,172.364,0.021,0.046,0,-0.0037,-0.018,6.590403326,0.018
7/12/14,4:49:59 AM,66.37217997,-38.20019031,535770.028,7361624.026,172.294,0.021,0.045,0,-0.0017,-0.0034,6.599710069,-0.052
7/12/14,4:50:14 AM,66.37218009,-38.20019017,535770.034,7361624.039,172.325,0.021,0.045,0,0.0018,-0.0001,6.603299327,-0.021
7/12/14,4:50:29 AM,66.37218015,-38.20019001,535770.041,7361624.046,172.315,0.021,0.045,0,0.0018,0.0072,6.608954531,-0.031
7/12/14,4:50:44 AM,66.37218032,-38.20018998,535770.042,7361624.066,172.381,0.021,0.045,0,0,0.0018,6.606452376,0.035
7/12/14,4:50:59 AM,66.37218015,-38.20019001,535770.041,7361624.047,172.337,0.021,0.045,0.0018,-0.0018,-0.0018,6.608778783,-0.009
7/12/14,4:51:14 AM,66.37218019,-38.20018968,535770.056,7361624.052,172.365,0.021,0.045,0.0018,0.0036,0.018,6.62267144,0.019
7/12/14,4:51:29 AM,66.37218047,-38.20018984,535770.048,7361624.082,172.492,0.021,0.044,0,0.0054,0.018,6.609617614,0.146
7/12/14,4:51:44 AM,66.37218063,-38.20018983,535770.048,7361624.1,172.521,0.02,0.044,0,-0.0018,-0.0072,6.606574982,0.175
7/12/14,4:51:59 AM,66.37218031,-38.20018981,535770.049,7361624.065,172.429,0.02,0.044,0,-0.0036,-0.018,6.613519864,0.083
7/12/14,4:52:14 AM,66.37218026,-38.20018966,535770.056,7361624.059,172.367,0.02,0.044,0.0018,0.0018,0.0018,6.621453164,0.021
7/12/14,4:52:29 AM,66.37218043,-38.20018945,535770.065,7361624.078,172.444,0.02,0.044,0.0036,0.0018,0.0018,6.627050626,0.098
7/12/14,4:52:44 AM,66.3721804,-38.20018918,535770.078,7361624.075,172.389,0.02,0.044,0.0018,0,-0.0054,6.640371827,0.043
7/12/14,4:52:59 AM,66.37218039,-38.20018923,535770.075,7361624.074,172.4,0.02,0.044,0,0,0.0054,6.637586609,0.054
7/12/14,4:53:14 AM,66.37218046,-38.20018918,535770.077,7361624.081,172.43,0.02,0.044,0.0018,0,0,6.638365235,0.084
7/12/14,4:53:29 AM,66.37218044,-38.20018883,535770.093,7361624.08,172.406,0.02,0.044,0.0018,0.0018,-0.0054,6.654302969,0.06
7/12/14,4:53:44 AM,66.37218054,-38.20018874,535770.097,7361624.091,172.396,0.02,0.044,0,0.0018,0,6.656390388,0.05
7/12/14,4:53:59 AM,66.37218054,-38.20018883,535770.093,7361624.09,172.403,0.02,0.044,0,0,0,6.652615125,0.057
